Iteration,Jitter_ns
0,1011575
1,832435
2,626024
3,1161674
4,1355723
5,996250
6,927726
7,915261
8,937891
9,1658381
10,931027
11,942900
12,5546909
13,9787209
14,787687
15,902680
16,843589
17,14597693
18,376385
19,276976
20,601946
21,27833700
22,950492
23,17858570
24,832257
25,12905905
26,1060432
27,9508976
28,1434883
29,874967
30,2506875
31,10549193
32,2434026
33,502794
34,685804
35,165370
36,622474
37,150545
38,369090
39,9437540
40,85829
41,1976858
42,673817
43,1123292
44,1395500
45,370087
46,2094131
47,10348458
48,606929
49,108667
50,1528580
51,1063056
52,172660
53,479018
54,391747
55,756900
56,212388
57,2306998
58,924951
59,1014354
60,73108660
61,580485
62,1194695
63,973548
64,322174
65,355401
66,574418
67,110178
68,219991
69,548241
70,2703633
71,2250142
72,2462655
73,19720886
74,3510163
75,1050713
76,588609
77,482549
78,30421582
79,24603
80,2937692
81,289651
82,776487
83,1663728
84,9942998
85,477681
86,60420453
87,628920
88,1598474
89,204530
90,1560270
91,777376
92,358208
93,99717
94,6370596
95,4724908
96,126946
97,1330142
98,1697107
99,1018624
100,1371261
101,3220343
102,90260
103,8764114
104,14197305
105,7418692
106,6413938
107,5086713
108,122928
109,1156898
110,786306
111,884716
112,962097
113,1048844
114,870461
115,573778
116,9409049
117,153106047
118,628270
119,445472
120,1037211
121,157601
122,10831200
123,443362
124,378990
125,122083
126,1244010
127,961609
128,1975534
129,197646
130,3730478
131,16504538
132,11441049
133,1007443
134,5858603
135,1419283
136,445050
137,7343956
138,864792
139,1600699
140,7593619
141,6347446
142,6986170
143,5675546
144,952652
145,1782934
146,915779
147,15206207
148,982997
149,1727751
150,299268
151,1555269
152,824589
153,533590
154,187368
155,1158127
156,274966
157,529906
158,99540
159,4138760
160,9947987
161,35145062
162,67501
163,8117445
164,1106598
165,803024
166,1547307
167,1803883
168,962535
169,436662
170,394150
171,671423
172,9635328
173,53634479
174,1038234
175,10837747
176,880735
177,7434710
178,6788774
179,6483132
180,5750474
181,908861
182,1412707
183,2199186
184,16152223
185,516772
186,896047
187,4110188
188,2187759
189,782556
190,5678345
191,9357623
192,817202
193,7700352
194,7118359
195,6617503
196,6119266
197,1107956
198,782434
199,750439
200,2301468
201,667678
202,1136231
203,82258
204,2702943
205,536631
206,2084627
207,208025
208,5085598
209,9451835
210,1025970
211,4167349
212,594480
213,306287
214,11539513
215,851119
216,6236665
217,60576
218,2638804
219,1905143
220,91343
221,156535
222,68561
223,674571
224,6345533
225,6980005
226,1384766
227,9399004
228,13801942
229,11450063
230,7367170
231,5453741
232,213133
233,11890253
234,522513
235,851577
236,35431
237,1323843
238,983334
239,8593047
240,1832079
241,974426
242,3867493
243,9733963
244,695332
245,1874410
246,355400
247,2145209
248,2023734
249,15028510
250,1960870
251,303487
252,3585550
253,3335167
254,1582891
255,493006
256,16261041
257,31304614
258,846161
259,698409
260,1054305
261,2637791
262,305738
263,2363128
264,920546
265,919827
266,984449
267,9730462
268,28484123
269,832762
270,141427218
271,250910
272,1100117
273,241145
274,58745
275,13443607
276,1004781
277,9621007
278,517303
279,7118170
280,248884
281,1072965
282,329484
283,351388
284,1154667
285,296422
286,154706
287,116936
288,433038
289,658272
290,725720
291,553888
292,317776
293,3105829
294,1439460
295,243767
296,6995932
297,12195788
298,882192
299,889531
300,4372917
301,137103
302,766360
303,1986492
304,1618652
305,829465
306,629669
307,131048
308,402646
309,946441
310,1538661
311,143812
312,846868
313,959338
314,128196
315,761067
316,170481
317,365403
318,332560
319,648395
320,1279805
321,674078
322,881556
323,1432536
324,273013
325,1457021
326,312113
327,203666
328,642983
329,432869
330,950605
331,76117
332,103678
333,1804550
334,96380
335,1350810
336,115583
337,101675
338,689269
339,49280
340,849430
341,1226718
342,583554
343,126024
344,790326
345,1079436
346,993185
347,1104379
348,516638
349,904810
350,768170
351,1134748
352,1145002
353,1318967
354,348928
355,1441693
356,140068
357,766343
358,152508
359,1388654
360,363496
361,663115
362,606296
363,64961
364,136757
365,848572
366,459353
367,176225
368,1092261
369,860092
370,770188
371,937718
372,586973
373,109504
374,770857
375,948718
376,165686
377,771030
378,152974
379,319647
380,1025988
381,125383
382,772199
383,929348
384,971403
385,610080
386,765045
387,744798
388,231677
389,642669
390,907789
391,1118592
392,890959
393,196926
394,724405
395,160376
396,744453
397,299033
398,203261
399,956509
400,994722
401,950771
402,364822
403,555967
404,617067
405,895575
406,952708
407,1062967
408,1014475
409,1405069
410,903124
411,466226
412,437075
413,195902
414,721286
415,1781232
416,873637
417,297039
418,633294
419,1117146
420,764571
421,571339
422,148198
423,721749
424,964172
425,943200
426,201018
427,1344918
428,947435
429,181346
430,730335
431,940970
432,978664
433,523585
434,199409
435,717468
436,476898
437,457795
438,959135
439,481300
440,205707
441,810239
442,940845
443,949661
444,467306
445,328586
446,777572
447,162262
448,713763
449,974140
450,170129
451,1184379
452,1115155
453,259198
454,593968
455,242472
456,1028554
457,835611
458,1363425
459,151781
460,762662
461,131003
462,825211
463,480921
464,754143
465,474024
466,1007990
467,635741
468,388982
469,491807
470,956450
471,558935
472,82424
473,1743993
474,43231
475,1064265
476,62948
477,1248592
478,148841
479,693962
480,1009188
481,123620
482,793606
483,108284
484,411323
485,127487
486,825673
487,78024
488,879051
489,374758
490,722613
491,1562528
492,144177
493,801301
494,117657
495,848643
496,218106
497,1230569
498,306214
499,604657
500,268030
501,659814
502,98606
503,874295
504,513654
505,124602
506,1192323
507,601541
508,178676
509,754861
510,1519828
511,172283
512,759590
513,141788
514,769190
515,131558
516,269241
517,1025294
518,986263
519,965061
520,160191
521,741078
522,145376
523,1352424
524,262854
525,834256
526,738319
527,125875
528,786246
529,167357
530,363725
531,465744
532,484417
533,944482
534,916325
535,156370
536,1377344
537,145762
538,825061
539,213914
540,676285
541,948743
542,142889
543,403576
544,943893
545,1123769
546,1202304
547,691465
548,1365240
549,158161
550,775917
551,140602
552,829539
553,249229
554,588186
555,919317
556,611606
557,165205
558,786057
559,949966
560,990521
561,443347
562,163706
563,765749
564,123344
565,224424
566,804083
567,915722
568,739767
569,591647
570,982105
571,146778
572,785280
573,99148
574,1612021
575,686318
576,131060
577,923728
578,352893
579,315194
580,155495
581,496624
582,905750
583,141748
584,839699
585,213720
586,708007
587,104709
588,441038
589,83964
590,846383
591,982551
592,218483
593,712026
594,218112
595,287158
596,1177903
597,719157
598,151649
599,777393
600,122400
601,1370396
602,129309
603,759825
604,164443
605,803501
606,121916
607,811779
608,547713
609,1021649
610,258479
611,611106
612,129723
613,796732
614,1524260
615,172690
616,813177
617,119024
618,769605
619,940963
620,161070
621,344426
622,145638
623,785653
624,962757
625,933617
626,107315
627,1386890
628,71691
629,78531
630,685856
631,126035
632,98370
633,659414
634,186433
635,401872
636,130223
637,1052659
638,784460
639,160215
640,835036
641,219012
642,176817
643,641940
644,690368
645,588418
646,1078056
647,778635
648,784742
649,660636
650,998675
651,130388
652,169857
653,509872
654,121518
655,406634
656,115917
657,815476
658,918791
659,963541
660,152251
661,1371999
662,109059
663,129320
664,849869
665,775177
666,130590
667,108878
668,1231739
669,182028
670,804166
671,389450
672,495632
673,263459
674,714691
675,515210
676,998660
677,952494
678,973226
679,320345
680,563599
681,1553820
682,400607
683,1481523
684,1040337
685,817543
686,503654
687,947152
688,211706
689,947331
690,748170
691,249075
692,1206202
693,209657
694,761624
695,207797
696,251964
697,978748
698,976280
699,189323
700,790552
701,122067
702,954577
703,813919
704,1007758
705,518958
706,1003604
707,162978
708,719141
709,1010448
710,1117174
711,1348473
712,1132131
713,753473
714,1150243
715,380486
716,852740
717,1016755
718,903819
719,1266279
720,653048
721,577691
722,920032
723,553280
724,852337
725,701261
726,1974285
727,509406
728,687793
729,1102425
730,1375196
731,759194
732,1062305
733,141254
734,771102
735,968848
736,823389
737,283695
738,1363778
739,209231
740,671846
741,402699
742,527474
743,974238
744,151516
745,371297
746,934894
747,959031
748,62967
749,838740
750,190972
751,1337084
752,163535
753,865878
754,111650
755,587803
756,95398
757,8025583
758,385659
759,583623
760,839741
761,49849
762,198082
763,770424
764,65389
765,1085006
766,525609
767,598249
768,41569
769,76696
770,84225
771,762378
772,991357
773,85459
774,82085
775,274958
776,1049613
777,796051
778,55755
779,843092
780,86768
781,369367
782,88642
783,1157664
784,740882
785,66925
786,900264
787,899124
788,613208
789,984828
790,41712
791,67291
792,785432
793,961164
794,1547370
795,156296
796,625339
797,56381
798,220773
799,743682
800,138788
801,1371585
802,914363
803,202166
804,762627
805,953816
806,262906
807,1212937
