Iteration,Jitter_ns
0,132279
1,76599
2,855954
3,71834
4,1678392
5,645563
6,119561
7,840418
8,117434
9,144085
10,1134495
11,196139
12,829392
13,156645
14,727615
15,112144
16,232721
17,443282
18,1092779
19,115167
20,1072540
21,654294
22,248747
23,759472
24,227953
25,255401
26,713261
27,186470
28,1018459
29,281818
30,601553
31,1750122
32,836155
33,332366
34,574800
35,987004
36,350154
37,195947
38,345130
39,637742
40,918300
41,547093
42,433607
43,1473308
44,392241
45,1102804
46,445552
47,329621
48,686900
49,943284
50,873115
51,613650
52,1041580
53,922218
54,958596
55,164476
56,301795
57,1687209
58,342299
59,470289
60,267744
61,1006977
62,998395
63,490552
64,152430
65,952121
66,623876
67,123236
68,1507586
69,846719
70,52959
71,890136
72,125323
73,1126895
74,1436847
75,46783
76,51052
77,148638
78,646534
79,877132
80,131063
81,1495296
82,196004
83,712753
84,151586
85,793847
86,344125
87,639598
88,473847
89,158093
90,777297
91,988735
92,1197844
93,784407
94,444209
95,255516
96,959176
97,300833
98,1013911
99,929263
100,1078066
101,399090
102,508092
103,945352
104,940933
105,999779
106,696708
107,808187
108,921963
109,845777
110,923288
111,195406
112,1283024
113,151069
114,780429
115,262096
116,696856
117,907454
118,780791
119,816554
120,846746
121,934067
122,953444
123,397527
124,188365
125,934647
126,304368
127,588593
128,953934
129,949352
130,560637
131,950116
132,199684
133,1014085
134,208656
135,531886
136,1367133
137,144816
138,783831
139,85834
140,1095130
141,622425
142,127814
143,640201
144,124293
145,642246
146,187652
147,863739
148,816802
149,1750106
150,759550
151,897912
152,1276801
153,622489
154,341919
155,1240931
156,173142
157,801375
158,136165
159,942268
160,723250
161,802441
162,138163
163,819409
164,185091
165,711385
166,279275
167,264580
168,114613
169,761750
170,888335
171,989116
172,226566
173,717247
174,178516
175,317135
176,185621
177,815741
178,928868
179,210108
180,711458
181,88066
182,401715
183,132959
184,1006032
185,768953
186,994848
187,108951
188,1637741
189,868090
190,271738
191,694632
192,1005904
193,990757
194,518111
195,858784
196,936182
197,1037543
198,868582
199,1502682
200,121752
201,825806
202,924873
203,756823
204,248410
205,1291226
206,884028
207,121781
208,205572
209,586128
210,94749
211,861899
212,656503
213,166214
214,649399
215,142787
216,729986
217,198938
218,827433
219,592578
220,265447
221,737140
222,877547
223,204386
224,774701
225,219387
226,327833
227,1849228
228,337572
229,363828
230,164803
231,1103557
232,570382
233,760603
234,238559
235,629240
236,57639
237,973567
238,1739789
239,803292
240,201141
241,706707
242,344824
243,940512
244,1547810
245,643095
246,284152
247,835394
248,177339
249,737073
250,316226
251,1313871
252,118601
253,796891
254,945682
255,972267
256,132785
257,586319
258,950403
259,773225
260,941923
261,963097
262,1692255
263,284150
264,470774
265,176566
266,972826
267,1018390
268,1478182
269,918049
270,309059
271,212076
272,370435
273,934565
274,166417
275,633998
276,1016426
277,656789
278,980848
279,326492
280,554242
281,1571148
282,352413
283,625509
284,155960
285,1082980
286,836324
287,352347
288,1239266
289,610230
290,989891
291,942058
292,190420
293,344258
294,209688
295,747134
296,884276
297,193058
298,742103
299,1832071
300,1390735
301,1582117
302,182126
303,1185956
304,944179
305,459016
306,421802
307,290041
308,703154
309,136301
310,1021925
311,575915
312,887706
313,1363580
314,558287
315,593479
316,374775
317,534003
318,985965
319,1000905
320,901810
321,209781
322,1130988
323,323303
324,307226
325,1092800
326,303588
327,925159
328,204344
329,1579780
330,1168144
331,682606
332,887836
333,362562
334,651040
335,544685
336,1010006
337,157388
338,660189
339,251836
340,1070864
341,1497311
342,1012281
343,854898
344,908490
345,753814
346,368808
347,1009488
348,282613
349,961811
350,901283
351,941544
352,677971
353,860666
354,436377
355,510698
356,804652
357,172910
358,727486
359,576415
360,146073
361,724930
362,189892
363,699495
364,161919
365,194916
366,1131956
367,350665
368,578954
369,117333
370,832615
371,156720
372,754717
373,1481019
374,127854
375,1085205
376,650573
377,1006127
378,141598
379,267974
380,957871
381,145239
382,902549
383,108812
384,894744
385,1050003
386,201353
387,665192
388,152316
389,764182
390,1162537
391,1528267
392,793518
393,180289
394,796006
395,221413
396,209476
397,986172
398,192762
399,771800
400,108209
401,812831
402,146195
403,788786
404,126522
405,648902
406,956360
407,751991
408,113178
409,765097
410,969717
411,547698
412,1292459
413,680017
414,194721
415,956790
416,986620
417,1229560
418,213024
419,709611
420,187791
421,817941
422,241752
423,1234328
424,959501
425,125718
426,1064694
427,666483
428,193180
429,1278976
430,167744
431,813885
432,911223
433,221196
434,704562
435,1626684
436,374293
437,741016
438,683502
439,351666
440,678790
441,1592326
442,692267
443,947818
444,509117
445,455460
446,91191
447,1457111
448,121936
449,739152
450,953999
451,146729
452,1231633
453,1071473
454,186172
455,733373
456,248466
457,692938
458,139403
459,822061
460,519465
461,154729
462,1380020
463,338076
464,446964
465,500140
466,1802641
467,742547
468,221733
469,382279
470,300970
471,928406
472,238943
473,615459
474,1548578
475,346405
476,1557800
477,1350886
478,1216179
479,1225911
480,1041402
481,796465
482,844221
483,335372
484,87111
485,776850
486,100882
487,866278
488,125151
489,839703
490,511878
491,95663
492,852171
493,906298
494,228784
495,920068
496,1512736
497,772325
498,121603
499,833115
500,130969
501,717273
502,1552195
503,179742
504,780525
505,847218
506,313397
507,584172
508,137587
509,435029
510,67105
511,819771
512,198888
513,932368
514,786731
515,157896
516,316845
517,377275
518,900073
519,942963
520,757977
521,1323828
522,1109463
523,138427
524,1023719
525,946871
526,1891403
527,362382
528,1015744
529,253101
530,571392
531,233100
532,971715
533,1524612
534,217590
535,741068
536,937884
537,179242
538,714662
539,1544166
540,963630
541,230736
542,694947
543,192575
544,762960
545,1526302
546,251428
547,1012481
548,548278
549,914159
550,165880
551,1447850
552,304392
553,607303
554,387817
555,1120946
556,625173
557,1848126
558,4395555
559,788619
560,232790
561,461207
562,809364
563,893514
564,223283
565,842262
566,933122
567,421904
568,131637
569,777301
570,1921499
571,114128
572,2487827
573,336889
574,662145
575,843440
576,66569
577,119874
578,576856
579,609354
580,134161
581,58296
582,732864
583,67011
584,45102
585,101694
586,691073
587,542735
588,129980
589,753675
590,59725
591,56159
592,920890
593,40560
594,81334
595,296620
596,168834
597,741364
598,31586
599,885616
600,34603
601,33891
602,1476045
603,899718
604,19517
605,34286
606,855865
607,189417
608,905968
609,438044
610,273089
611,578122
612,78962
613,723964
614,1136958
615,194986
616,926630
617,236484
618,55010
619,1266827
620,715897
621,953481
622,542230
623,943293
624,225097
625,962740
626,696196
627,300699
628,1353432
629,867477
630,99071
631,651656
632,160325
633,195715
634,586386
635,958643
636,1770927
637,400200
638,881694
639,945463
640,182447
641,795315
642,628066
643,214792
644,1001873
645,918817
646,161338
647,647144
648,653002
649,228654
650,735805
651,871251
652,255898
653,1330670
654,303289
655,550535
656,165968
657,820926
658,321747
659,513037
660,556954
661,125267
662,824069
663,119974
664,232128
665,724163
666,216905
667,1792126
668,586798
669,918337
670,418862
671,514693
672,1030091
673,487925
674,208960
675,732208
676,198698
677,785276
678,960804
679,1527642
680,642112
681,338097
682,835822
683,312031
684,692447
685,163890
686,325988
687,531767
688,354662
689,1018494
690,1177794
691,258713
692,1313241
693,962422
694,905424
695,849727
696,1003503
697,1803450
698,1372405
699,936391
700,886955
701,1041495
702,782546
703,327040
704,277014
705,286023
706,1202169
707,1012455
708,1215164
709,128726
710,748833
711,268456
712,717910
713,186789
714,766431
715,494520
716,225409
717,677900
718,213924
719,1279449
720,519122
721,1628460
722,887832
723,508624
724,415247
725,1032837
726,940403
727,532804
728,994908
729,280055
730,1172101
731,467543
732,985429
733,473606
734,976108
735,862435
736,155906
737,716758
738,69859
739,147534
740,205007
741,1194316
742,764081
743,1029037
744,148373
745,2120373
746,658371
747,305591
748,941442
749,1172494
750,222450
751,2223596
752,213866
753,1791339
754,187399
755,210222
756,576660
757,589400
758,938017
759,933394
760,963326
761,911479
762,1598700
763,267181
764,258562
765,180350
766,208263
767,406873
768,310995
769,1499344
770,919608
771,129024
772,240552
773,573296
774,285668
775,2194268
776,319043
777,581012
778,978352
779,356889
780,586865
781,1605236
782,1105860
783,1302772
784,491053
785,929741
786,1541305
787,1049953
788,768361
789,210350
790,669848
791,276456
792,387245
793,854347
794,1008117
795,362403
796,542782
797,894126
798,1537633
799,274140
800,612759
801,1008413
802,856069
803,243485
804,300073
805,171007
806,744201
807,892319
808,241638
809,490138
810,169381
811,196158
812,386588
813,93029
814,1341858
815,1229069
816,759829
817,210605
818,739470
819,1941354
820,166159
821,1742936
822,153401
823,1427247
824,447313
825,407559
826,942827
827,978496
828,831572
829,817253
830,753623
831,138453
832,889474
833,184465
834,983272
835,1263754
836,213854
837,734993
838,927113
839,98326
840,695824
841,143870
842,641537
843,9346040
844,70144
845,560197
846,50712
847,165143
848,1598696
849,72744
850,562926
851,28580
852,907571
853,64477
854,84713
855,749316
856,3548987
857,90446
858,64602
859,690457
860,87845
861,134768
862,765371
863,540579
864,86377
865,1107490
866,922911
867,200199
868,694999
869,1492304
870,203457
871,777041
872,942142
873,945380
874,246357
875,1256512
876,273495
877,681039
878,936321
879,965470
880,1024928
881,1482679
882,177403
883,170351
884,545592
885,967521
886,833548
887,659184
888,896784
889,186036
890,677484
891,273177
892,729138
893,1510663
894,193311
895,242473
896,490624
897,924091
898,924592
899,248209
900,357110
901,919019
902,228606
903,1703190
904,931539
905,1727768
906,768634
907,222583
908,737751
909,866716
910,192872
911,1666975
912,882889
913,414207
914,236885
915,910418
916,187352
917,1320939
918,309566
919,667100
920,929571
921,907832
922,188739
923,1290875
924,166142
925,751835
926,135162
927,787776
928,614814
929,377784
930,558845
931,224001
932,884273
933,1019896
934,903417
935,939082
936,509564
937,245035
938,680658
939,921979
940,1276820
941,144477
942,1820060
943,452165
944,922378
945,160717
946,930346
947,811078
948,457841
949,124956
950,751367
951,126358
952,84787
953,652132
954,228344
955,218630
956,298857
957,1216841
958,566508
959,977433
960,943984
961,178966
962,639758
963,948172
964,754112
965,895797
966,155536
967,748628
968,316890
969,47891
970,452890
971,109113
972,169433
973,181956
974,826467
975,65376
976,553848
977,951185
978,135350
979,843227
980,59799
981,737397
982,115873
983,506790
984,941500
985,78743
986,912777
987,868266
988,148390
989,1588166
990,736517
991,553312
992,477947
993,1218665
994,680195
995,716450
996,224418
997,537296
998,221860
999,686548
1000,253193
1001,921390
1002,585177
1003,1040245
1004,197542
1005,666640
1006,1209962
1007,858307
1008,922662
1009,570260
1010,1060965
1011,249601
1012,574960
1013,920198
1014,518910
1015,591849
1016,351684
1017,964845
1018,252263
1019,686254
1020,708295
1021,1146214
1022,924396
1023,198613
1024,663341
1025,347845
1026,607114
1027,551510
1028,915518
1029,354734
1030,675414
1031,1174743
1032,1120782
1033,801965
1034,556140
1035,1114062
1036,864568
1037,818496
1038,1651844
1039,360413
1040,1880846
1041,929120
1042,1539369
1043,481874
1044,972906
1045,224784
1046,1675144
1047,318330
1048,2212416
1049,202094
1050,717219
1051,145320
1052,988483
1053,658365
1054,284123
1055,277446
1056,65575
1057,797119
1058,170187
1059,713524
1060,183184
1061,101807
1062,1279203
1063,376072
1064,599314
1065,961026
1066,941615
1067,1034025
1068,1079901
1069,607939
1070,773191
1071,751186
1072,164965
1073,990388
1074,484052
1075,226854
1076,546978
1077,185814
1078,1705981
1079,130602
1080,2421064
1081,364364
1082,514575
1083,136961
1084,1102556
1085,659373
1086,638102
1087,141052
1088,861399
1089,949797
1090,948738
1091,288305
1092,1271294
1093,125541
1094,717668
1095,163206
1096,763944
1097,903513
1098,498569
1099,210194
1100,922310
1101,103932
1102,623517
1103,137226
1104,700357
1105,98783
1106,584139
1107,355805
1108,676529
1109,1332600
1110,172617
1111,753557
1112,1017589
1113,137183
1114,819422
1115,238815
1116,622040
1117,966258
1118,150656
1119,599544
1120,732398
1121,92077
1122,1019521
1123,783479
1124,940369
1125,532136
1126,207563
1127,761954
1128,930054
1129,142654
1130,776423
1131,160714
