Iteration,Latency_ns
465,2114
466,1504
467,1380
468,1405
469,1385
470,1380
471,1433
472,1378
473,1412
474,1381
475,1370
476,1374
477,1370
478,1429
479,1371
480,1387
481,1376
482,1411
483,1427
484,1380
485,1381
486,1401
487,1382
488,1375
489,1372
490,1383
491,1370
492,1372
493,1423
494,1374
495,1398
496,1388
497,1378
498,1405
499,1385
500,1379
501,1388
502,1435
503,1380
504,1383
505,1367
506,1377
507,1410
508,1376
509,1377
510,1380
511,1390
512,1380
513,1368
514,1390
515,1380
516,1379
517,1380
518,1447
519,1432
520,1403
521,1388
522,1370
523,1383
524,1406
525,1385
526,1368
527,1403
528,1381
529,1370
530,1420
531,1372
532,1377
533,1368
534,1402
535,1395
536,1370
537,1364
538,1429
539,1376
540,1395
541,1370
542,1378
543,1409
544,1381
545,1373
546,1382
547,1396
548,1383
549,1381
550,1397
551,1379
552,1381
553,1379
554,1377
555,1404
556,1413
557,1380
558,1372
559,1370
560,1373
561,1397
562,1399
563,1375
564,1375
565,1381
566,1440
567,1395
568,1392
569,1402
570,1378
571,1385
572,1398
573,1374
574,1408
575,1371
576,1375
577,1373
578,1398
579,1380
580,1401
581,1399
582,1389
583,1415
584,1372
585,1369
586,1384
587,1382
588,1396
589,1378
590,1375
591,1377
592,1370
593,1402
594,1376
595,1380
596,1377
597,1393
598,1391
599,1415
600,1389
601,1370
602,1386
603,1402
604,1440
605,1366
606,1378
607,1380
608,1406
609,1371
610,1382
611,1378
612,1435
613,1374
614,1385
615,1412
616,1428
617,1385
618,1370
619,1368
620,1393
621,1377
622,1375
623,1384
624,1373
625,1370
626,1381
627,1389
628,1412
629,1391
630,1370
631,1373
632,1419
633,1380
634,1407
635,1365
636,1380
637,1363
638,1391
639,1368
640,1371
641,1371
642,1397
643,1363
644,1382
645,1385
646,1390
647,1384
648,1377
649,1395
650,1399
651,1395
652,1380
653,1371
654,1374
655,1416
656,1382
657,1372
658,1420
659,1366
660,1366
661,1396
662,1375
663,1403
664,1369
665,1409
666,1375
667,1373
668,1375
669,1409
670,1374
671,1372
672,1428
673,1385
674,1376
675,1382
676,1380
677,1428
678,1411
679,1374
680,1381
681,1370
682,1440
683,1376
684,1380
685,1412
686,1376
687,1375
688,1380
689,1423
690,1419
691,1376
692,1366
693,1385
694,1401
695,1370
696,1372
697,1387
698,1379
699,1406
700,1390
701,1377
702,1374
703,1366
704,1425
705,1399
706,1371
707,1373
708,1367
709,1425
710,1375
711,1380
712,1366
713,1391
714,1396
715,1381
716,1374
717,1402
718,1377
719,1370
720,1359
721,1425
722,1363
723,1395
724,1371
725,1392
726,1409
727,1381
728,1370
729,1433
730,1367
731,1380
732,1396
733,1402
734,1373
735,1371
736,1389
737,1364
738,1366
739,1434
740,1382
741,1380
742,1386
743,1387
744,1407
745,1386
746,1369
747,1382
748,1413
749,1372
750,1370
751,1447
752,1376
753,1377
754,1408
755,1380
756,1374
757,1362
758,1422
759,1401
760,1370
761,1384
762,1395
763,1410
764,1387
765,1378
766,1409
767,1382
768,1382
769,1384
770,1420
771,1397
772,1379
773,1381
774,1385
775,1393
776,1402
777,1383
778,1379
779,1418
780,1421
781,3116
782,1449
783,1436
784,1451
785,1432
786,1453
787,1442
788,1435
789,1460
790,1439
791,1484
792,1454
793,1444
794,1442
795,1858
796,1479
797,1457
798,1465
799,1485
800,1481
801,1528
802,1485
803,1490
804,1470
805,1466
806,1469
807,1451
808,1457
809,1453
810,1454
811,1467
812,1452
813,1465
814,1469
815,1459
816,1463
817,1465
818,1456
819,1458
820,1448
821,1447
822,1450
823,1455
824,1456
825,1451
826,1444
827,1515
828,1454
829,1471
830,1449
831,1456
832,1460
833,1486
834,1446
835,1474
836,1441
837,1472
838,1450
839,1439
840,1491
841,1438
842,1454
843,1519
844,1451
845,1458
846,1455
847,1449
848,1482
849,1453
850,1438
851,1442
852,1481
853,1509
854,1479
855,1484
856,1462
857,1450
858,1478
859,1449
860,1464
861,1452
862,1452
863,1483
864,1440
865,1472
866,1452
867,1453
868,1453
869,1450
870,1437
871,1480
872,1470
873,1469
874,1457
875,1457
876,1461
877,1484
878,1460
879,1468
880,1460
881,1444
882,1474
883,1449
884,1443
885,1507
886,1466
887,1453
888,1464
889,1465
890,1468
891,1450
892,1457
893,1470
894,1486
895,1443
896,1439
897,1421
898,1473
899,1464
900,1460
901,1447
902,1445
903,1439
904,1451
905,1481
906,1456
907,1457
908,1454
909,1451
910,1463
911,1455
912,1446
913,1445
914,1448
915,1473
916,1468
917,1472
918,1463
919,1461
920,2323
921,1523
922,1461
923,1438
924,1429
925,1434
926,1454
927,1451
928,1439
929,1449
930,1430
931,1453
932,1458
933,1437
934,1435
935,1431
936,1459
937,1436
938,1472
939,1469
940,1426
941,1456
942,1469
943,1477
944,1456
945,1473
946,1460
947,1455
948,1460
949,1435
950,1423
951,1441
952,1432
953,1429
954,1430
955,1475
956,1430
957,1437
958,1438
959,1435
960,1476
961,1433
962,1454
963,1442
964,1451
965,1465
966,1427
967,1438
968,1470
969,1432
970,1430
971,1444
972,1432
973,1440
974,1464
975,1499
976,1439
977,1443
978,1438
979,1506
980,1430
981,1443
982,1472
983,1438
984,1432
985,1437
986,1469
987,1440
988,1432
989,1471
990,1431
991,1434
992,1427
993,1436
994,1448
995,1446
996,1439
997,1490
998,1427
999,1430
1000,1453
1001,1458
1002,1456
1003,1449
1004,1424
1005,1444
1006,1438
1007,1458
1008,1478
1009,1436
1010,1437
1011,1468
1012,1448
1013,1463
1014,1437
1015,1433
1016,1454
1017,1425
1018,1432
1019,1446
1020,1438
1021,1457
1022,1432
1023,1430
1024,1460
1025,3318
1026,1344
1027,1325
1028,1307
1029,1335
1030,1318
1031,1346
1032,1320
1033,1328
1034,1325
1035,1320
1036,1339
1037,1334
1038,1343
1039,1323
1040,1324
1041,1333
1042,1344
1043,1321
1044,1317
1045,1324
1046,1311
1047,1312
1048,1321
1049,1348
1050,1362
1051,1323
1052,1324
1053,1337
1054,1326
1055,1320
1056,1320
1057,1335
1058,1348
1059,1325
1060,1306
1061,1349
1062,1312
1063,1359
1064,1337
1065,1316
1066,1321
1067,1350
1068,1335
1069,1329
1070,1315
1071,1318
1072,1341
1073,1311
1074,1321
1075,1339
1076,1313
1077,1316
1078,1356
1079,1330
1080,1328
1081,1333
1082,1314
1083,1359
1084,1344
1085,1328
1086,1315
1087,1388
1088,1335
1089,1320
1090,1328
1091,1336
1092,1321
1093,1329
1094,1348
1095,1331
1096,1319
1097,1315
1098,1322
1099,1313
1100,1322
1101,1331
1102,1378
1103,1312
1104,1325
1105,1315
1106,1332
1107,1359
1108,1345
1109,1323
1110,1325
1111,1323
1112,1320
1113,1341
1114,1349
1115,1312
1116,1328
1117,1326
1118,1329
1119,1360
1120,1329
1121,1329
1122,1379
1123,1322
1124,1332
1125,1321
1126,1342
1127,1321
1128,1325
1129,1317
1130,1325
1131,1354
1132,1321
1133,1316
1134,1324
1135,1326
1136,1344
1137,1354
1138,1331
1139,1322
1140,1333
1141,1324
1142,1366
1143,1320
1144,1359
1145,1329
1146,1325
1147,1312
1148,1340
1149,1313
1150,1337
1151,1336
1152,1355
1153,1395
1154,1326
1155,1325
1156,1324
1157,1319
1158,1311
1159,1334
1160,1323
1161,1320
1162,1331
1163,1343
1164,1329
1165,1318
1166,1317
1167,1322
1168,1359
1169,1327
1170,1341
1171,1318
1172,1331
1173,1320
1174,1328
1175,1379
1176,1324
1177,1314
1178,1328
1179,1316
1180,1334
1181,1352
1182,1329
1183,1325
1184,2424
1185,1267
1186,1270
1187,1270
1188,1271
1189,1271
1190,1309
1191,1286
1192,1297
1193,1266
1194,1266
1195,1274
1196,1272
1197,1283
1198,1298
1199,1282
1200,1271
1201,1270
1202,1267
1203,1295
1204,1273
1205,1270
1206,1282
1207,1267
1208,1260
1209,1281
1210,1298
1211,1275
1212,1270
1213,1301
1214,1261
1215,1269
1216,1285
1217,1274
1218,1274
1219,1273
1220,1302
1221,1268
1222,1280
1223,1271
1224,1271
1225,1278
1226,1294
1227,1267
1228,1268
1229,1265
1230,1263
1231,1318
1232,1275
1233,1267
1234,1351
1235,1263
1236,1275
1237,1273
1238,1291
1239,1269
1240,1269
1241,1289
1242,1272
1243,1271
1244,1271
1245,1267
1246,1270
1247,1262
1248,1316
1249,1304
1250,1262
1251,1258
1252,1290
1253,1278
1254,1275
1255,1267
1256,1280
1257,1274
1258,1327
1259,1269
1260,1302
1261,1295
1262,1267
1263,1262
1264,1285
1265,1276
1266,1273
1267,1265
1268,1288
1269,1292
1270,1289
1271,1301
1272,1288
1273,1280
1274,1289
1275,1266
1276,1277
1277,1277
1278,1275
1279,1276
1280,1304
1281,1266
1282,1265
1283,1265
1284,1638
1285,1342
1286,1338
1287,1301
1288,1307
1289,1290
1290,1292
1291,1286
1292,1311
1293,1353
1294,1306
1295,1313
1296,1286
1297,1305
1298,1299
1299,1282
1300,1301
1301,1287
1302,1291
1303,1291
1304,1316
1305,1283
1306,1282
1307,1295
1308,1319
1309,1287
1310,1294
1311,1309
1312,1289
1313,1277
1314,1286
1315,1300
1316,1310
1317,1284
1318,1284
1319,1304
1320,1288
1321,1287
1322,1286
1323,2948
1324,1188
1325,1176
1326,1239
1327,1189
1328,1188
1329,1182
1330,1212
1331,1188
1332,1185
1333,1183
1334,1180
1335,1244
1336,1214
1337,1198
1338,1791
1339,1228
1340,1204
1341,1208
1342,1216
1343,1192
1344,1192
1345,1182
1346,1190
1347,1225
1348,1216
1349,1187
1350,1188
1351,1245
1352,1182
1353,1181
1354,1215
1355,1188
1356,1185
1357,1195
1358,1192
1359,1232
1360,1198
1361,1186
1362,1193
1363,1186
1364,1189
1365,1214
1366,1183
1367,1179
1368,1183
1369,1182
1370,1196
1371,1187
1372,1193
1373,1186
1374,1207
1375,1191
1376,1181
1377,1181
1378,1202
1379,1180
1380,1177
1381,1176
1382,1204
1383,1184
1384,1209
1385,1191
1386,1187
1387,1217
1388,1183
1389,1180
1390,1182
1391,1186
1392,1188
1393,1176
1394,1190
1395,1174
1396,1192
1397,1184
1398,1172
1399,1212
1400,1175
1401,1194
1402,1179
1403,1184
1404,1177
1405,1183
1406,1198
1407,1205
1408,1185
1409,1184
1410,1178
1411,1181
1412,1187
1413,1174
1414,1179
1415,1232
1416,1207
1417,1171
1418,1185
1419,1208
1420,1178
1421,1206
1422,1179
1423,1202
1424,1189
1425,1211
1426,1178
1427,1175
1428,1179
1429,1203
1430,1178
1431,1182
1432,1182
1433,1221
1434,1192
1435,1188
1436,1183
1437,1193
1438,1203
1439,1207
1440,1183
1441,1195
1442,1224
1443,1179
1444,1234
1445,1210
1446,1191
1447,1186
1448,1207
1449,1178
1450,1179
1451,1188
1452,1212
1453,1187
1454,1178
1455,1178
1456,1183
1457,1239
1458,1183
1459,1196
1460,1199
1461,1185
1462,1185
1463,1183
1464,1193
1465,1181
1466,1190
1467,1180
1468,1191
1469,1216
1470,1194
1471,1173
1472,1172
1473,1185
1474,1205
1475,1191
1476,1219
1477,1209
1478,1193
1479,1181
1480,1195
1481,1212
1482,1190
1483,1183
1484,1189
1485,1172
1486,1180
1487,1206
1488,1218
1489,1176
1490,1186
1491,1178
1492,1217
1493,1179
1494,1192
1495,1182
1496,1182
1497,1223
1498,1220
1499,1189
1500,1196
1501,1196
1502,1186
1503,1184
1504,1188
1505,1185
1506,1181
1507,1178
1508,1208
1509,1195
1510,1202
1511,1186
1512,1191
1513,1180
1514,1182
1515,1232
1516,1219
1517,1181
1518,1191
1519,1180
1520,1210
1521,1215
1522,1188
1523,1185
1524,1200
1525,1214
1526,1174
1527,1188
1528,1183
1529,1212
1530,1178
1531,1186
1532,1193
1533,1231
1534,1223
1535,1187
1536,1201
1537,1182
1538,1208
1539,1183
1540,1186
1541,1237
1542,1182
1543,1178
1544,1175
1545,1201
1546,1194
1547,1190
1548,1181
1549,1183
1550,1229
1551,1183
1552,1219
1553,1191
1554,1211
1555,1187
1556,1191
1557,1195
1558,1184
1559,1216
1560,1222
1561,1199
1562,1189
1563,1182
1564,1179
1565,1244
1566,1194
1567,1180
1568,1175
1569,1221
1570,1183
1571,1186
1572,1199
1573,1188
1574,1180
1575,1195
1576,1192
1577,1199
1578,1209
1579,1189
1580,1215
1581,1186
1582,1188
1583,1193
1584,1180
1585,1214
1586,1186
1587,1194
1588,1206
1589,1190
1590,1185
1591,1204
1592,1185
1593,1208
1594,1213
1595,1180
1596,1191
1597,1204
1598,1191
1599,1183
1600,1182
1601,1180
1602,1181
1603,1192
1604,1230
1605,1186
1606,1189
1607,1186
1608,1191
1609,1218
1610,1187
1611,1196
1612,1208
1613,1180
1614,1189
1615,1189
1616,1184
1617,1180
1618,1262
1619,1182
1620,1189
1621,1185
1622,1211
1623,1184
1624,1204
1625,1177
1626,1198
1627,1190
1628,1188
1629,1205
1630,1187
1631,1213
1632,1198
1633,1212
1634,1249
1635,1178
1636,1180
1637,1179
1638,1184
1639,1241
1640,2275
1641,1075
1642,1079
1643,1107
1644,1074
1645,1070
1646,1105
1647,1090
1648,1072
1649,1065
1650,1102
1651,1097
1652,1066
1653,1073
1654,1066
1655,1111
1656,1081
1657,1093
1658,1067
1659,1066
1660,1064
1661,1070
1662,1102
1663,1084
1664,1082
1665,1072
1666,1080
1667,1113
1668,1076
1669,1079
1670,1099
1671,1081
1672,1070
1673,1080
1674,1063
1675,1075
1676,1073
1677,1076
1678,1075
1679,1104
1680,1090
1681,1071
1682,1068
1683,1077
1684,1090
1685,1094
1686,1076
1687,1065
1688,1080
1689,1085
1690,1149
1691,1097
1692,1080
1693,1072
1694,1080
1695,1076
1696,1128
1697,1059
1698,1089
1699,1072
1700,1077
1701,1100
1702,1070
1703,1061
1704,1072
1705,1072
1706,1090
1707,1085
1708,1065
1709,1059
1710,1068
1711,1118
1712,1063
1713,1086
1714,1076
1715,1090
1716,1068
1717,1066
1718,1065
1719,1073
1720,1087
1721,1071
1722,1066
1723,1087
1724,1084
1725,1097
1726,1076
1727,1093
1728,1065
1729,1070
1730,1076
1731,1073
1732,1099
1733,1075
1734,1093
1735,1069
1736,1100
1737,1098
1738,1071
1739,1099
1740,1073
1741,1070
1742,1077
1743,1071
1744,1084
1745,1077
1746,1107
1747,1068
1748,1512
1749,1119
1750,1101
1751,1101
1752,1090
1753,1074
1754,1113
1755,1084
1756,1076
1757,1106
1758,1101
1759,1061
1760,1076
1761,1074
1762,1072
1763,1093
1764,1086
1765,1075
1766,1082
1767,1093
1768,1070
1769,1070
1770,1091
1771,1073
1772,1073
1773,1061
1774,1078
1775,1084
1776,1101
1777,1068
1778,1105
1779,1074
1780,1092
1781,1075
1782,1074
1783,1090
1784,1103
1785,1118
1786,1067
1787,1069
1788,1075
1789,1074
1790,1095
1791,1071
1792,1061
1793,1105
1794,1070
1795,1070
1796,1066
1797,1063
1798,1073
1799,1077
1800,1074
1801,1066
1802,1088
1803,1066
1804,1070
1805,1061
1806,1084
1807,1092
1808,1087
1809,1079
1810,1064
1811,1082
1812,1102
1813,1060
1814,1063
1815,1082
1816,1073
1817,1063
1818,1065
1819,1057
1820,1061
1821,1055
1822,1087
1823,1071
1824,1066
1825,1062
1826,1079
1827,1070
1828,1131
1829,1075
1830,1075
1831,1076
1832,1095
1833,1068
1834,1099
1835,1082
1836,1074
1837,3128
1838,1201
1839,1058
1840,1031
1841,1063
1842,1036
1843,1049
1844,1040
1845,1031
1846,1052
1847,1094
1848,1048
1849,1043
1850,1042
1851,1032
1852,1038
1853,1067
1854,1048
1855,1024
1856,1038
1857,1052
1858,1044
1859,1036
1860,1041
1861,14864
1862,1289
1863,1131
1864,1107
1865,1102
1866,1066
1867,1044
1868,1034
1869,1049
1870,1042
1871,1086
1872,1045
1873,1047
1874,1066
1875,1049
1876,1058
1877,1055
1878,1042
1879,1052
1880,1048
1881,1076
1882,1066
1883,1065
1884,1043
1885,1048
1886,1062
1887,1047
1888,1036
1889,1036
1890,1049
1891,1060
1892,1050
1893,1045
1894,1044
1895,1084
1896,1070
1897,1041
1898,1052
1899,1077
1900,1039
1901,1044
1902,1044
1903,1049
1904,1063
1905,1078
1906,1048
1907,1051
1908,1042
1909,1054
1910,1044
1911,1078
1912,1054
1913,1041
1914,1046
1915,1043
1916,1045
1917,1035
1918,1042
1919,1063
1920,1049
1921,1042
1922,1046
1923,1071
1924,1070
1925,1042
1926,1042
1927,1059
1928,1039
1929,1040
1930,1043
1931,1083
1932,1045
1933,1047
1934,1045
1935,1045
1936,1079
1937,1068
1938,1057
1939,1039
1940,1047
1941,1084
1942,1045
1943,1045
1944,1042
1945,1046
1946,1047
1947,1047
1948,1083
1949,1049
1950,1038
1951,1043
1952,1077
1953,1033
1954,1043
1955,1027
1956,1042
1957,1064
1958,1036
1959,1062
1960,1087
1961,1040
1962,1041
1963,1043
1964,1056
1965,1033
1966,1039
1967,1055
1968,1042
1969,1040
1970,1038
1971,1040
1972,1053
1973,1040
1974,1044
1975,1045
1976,1040
1977,1058
1978,1044
1979,1057
1980,1049
1981,1069
1982,1044
1983,1042
1984,1043
1985,1037
1986,1051
1987,1033
1988,1045
1989,1064
1990,1068
1991,1040
1992,1034
1993,1049
1994,1031
1995,1053
1996,1044
1997,1047
1998,1036
1999,1031
2000,1038
2001,1054
2002,1035
2003,1055
2004,1046
2005,1059
2006,1068
2007,1041
2008,1039
2009,1039
2010,1040
2011,1077
2012,1044
2013,1043
2014,1037
2015,1045
2016,1112
2017,1035
2018,1053
2019,1058
2020,1066
2021,1039
2022,1037
2023,1034
2024,1043
2025,1074
2026,1056
2027,1044
2028,1038
2029,1041
2030,1037
2031,1055
2032,1044
2033,1029
2034,1034
2035,1072
2036,1061
2037,1055
2038,1032
2039,1041
2040,1043
2041,1044
2042,1032
2043,1067
2044,1036
2045,1058
2046,1064
2047,1062
2048,1042
2049,1044
2050,1060
2051,1041
2052,1042
2053,1043
2054,1052
2055,1040
2056,1057
2057,1038
2058,1067
2059,1046
2060,1051
2061,1031
2062,1035
2063,1072
2064,1038
2065,1043
2066,1041
2067,1034
2068,1061
2069,1062
2070,1049
2071,1063
2072,1046
2073,1043
2074,1049
2075,1045
2076,1069
2077,1049
2078,1035
2079,1035
2080,1066
2081,1046
2082,1035
2083,1041
2084,1036
2085,1035
2086,1056
2087,1035
2088,1058
2089,1041
2090,1063
2091,1063
2092,1051
2093,1063
2094,1041
2095,1040
2096,1051
2097,1039
2098,1027
2099,1043
2100,1056
2101,1041
2102,1070
2103,1046
2104,1039
2105,1034
2106,1035
2107,1074
2108,1032
2109,1056
2110,1048
2111,1040
2112,1043
2113,1062
2114,1034
2115,1070
2116,1044
2117,1038
2118,1041
2119,1053
2120,1049
2121,1033
2122,1045
2123,1042
2124,1031
2125,1044
2126,1041
2127,1070
2128,1040
2129,1037
2130,1049
2131,1047
2132,1044
2133,1044
2134,1040
2135,1049
2136,1062
2137,1049
2138,1041
2139,1056
2140,1066
2141,1038
2142,1061
2143,1059
2144,1032
2145,1036
2146,1034
2147,1044
2148,1038
2149,1045
2150,1051
2151,1043
2152,1088
2153,1045
2154,1034
2155,1042
2156,1050
2157,1509
2158,1084
2159,1049
2160,1052
2161,1044
2162,1043
2163,1046
2164,1072
2165,1032
2166,1051
2167,1044
2168,1050
2169,1044
2170,1041
2171,1089
2172,1044
2173,1043
2174,1061
2175,1042
2176,1047
2177,1057
2178,1048
2179,1042
2180,1054
2181,1041
2182,1044
2183,1043
2184,1048
2185,1044
2186,1042
2187,1057
2188,1086
2189,1051
2190,1049
2191,1062
2192,1070
2193,1071
2194,1067
2195,1047
2196,1039
2197,1038
2198,1080
2199,1042
2200,1038
2201,1041
2202,1038
2203,1085
2204,1041
2205,1038
2206,1055
2207,1049
2208,1038
2209,1043
2210,1059
2211,1042
2212,1043
2213,1065
2214,1046
2215,1050
2216,1041
2217,1069
2218,1044
2219,1046
2220,1057
2221,1040
2222,1059
2223,1068
2224,1061
2225,1039
2226,1046
2227,1055
2228,1034
2229,1044
2230,1046
2231,1049
2232,1048
2233,1052
2234,1046
2235,1046
2236,1074
2237,1048
2238,1043
2239,1036
2240,1046
2241,1043
2242,1044
2243,1055
2244,1050
2245,1045
2246,1046
2247,1044
2248,1041
2249,1066
2250,1047
2251,1067
2252,1043
2253,1036
2254,1044
2255,1063
2256,1046
2257,1076
2258,1061
2259,1051
2260,1041
2261,1041
2262,1044
2263,1064
2264,1044
2265,1057
2266,1036
2267,2508
2268,916
2269,907
2270,905
2271,899
2272,901
2273,920
2274,908
2275,902
2276,906
2277,902
2278,905
2279,937
2280,895
2281,909
2282,901
2283,903
2284,901
2285,909
2286,895
2287,920
2288,919
2289,903
2290,895
2291,894
2292,907
2293,899
2294,895
2295,907
2296,913
2297,900
2298,899
2299,903
2300,940
2301,906
2302,907
2303,927
2304,901
2305,941
2306,909
2307,903
2308,915
2309,905
2310,912
2311,901
2312,902
2313,908
2314,896
2315,890
2316,937
2317,890
2318,899
2319,900
2320,963
2321,938
2322,913
2323,909
2324,910
2325,908
2326,900
2327,911
2328,906
2329,900
2330,906
2331,925
2332,901
2333,898
2334,905
2335,902
2336,909
2337,898
2338,903
2339,917
2340,904
2341,899
2342,911
2343,906
2344,965
2345,919
2346,905
2347,909
2348,899
2349,912
2350,947
2351,905
2352,905
2353,917
2354,902
2355,904
2356,901
2357,900
2358,896
2359,912
2360,898
2361,892
2362,900
2363,916
2364,924
2365,898
2366,904
2367,905
2368,905
2369,901
2370,901
2371,919
2372,902
2373,902
2374,902
2375,902
2376,908
2377,922
2378,900
2379,911
2380,922
2381,897
2382,904
2383,898
2384,924
2385,898
2386,901
2387,900
2388,933
2389,899
2390,903
2391,925
2392,919
2393,919
2394,906
2395,903
2396,910
2397,892
2398,905
2399,898
2400,904
2401,916
2402,948
2403,903
2404,898
2405,916
2406,901
2407,899
2408,899
2409,914
2410,917
2411,898
2412,902
2413,894
2414,901
2415,898
2416,923
2417,904
2418,897
2419,895
2420,920
2421,895
2422,907
2423,913
2424,905
2425,905
2426,901
2427,915
2428,928
2429,902
2430,957
2431,908
2432,898
2433,902
2434,900
2435,923
2436,924
2437,904
2438,948
2439,916
2440,902
2441,908
2442,898
2443,903
2444,927
2445,907
2446,899
2447,937
2448,897
2449,932
2450,902
2451,915
2452,897
2453,900
2454,905
2455,910
2456,890
2457,901
2458,910
2459,917
2460,896
2461,902
2462,898
2463,900
2464,900
2465,923
2466,939
2467,900
2468,918
2469,908
2470,901
2471,899
2472,898
2473,919
2474,901
2475,897
2476,925
2477,895
2478,909
2479,899
2480,896
2481,919
2482,902
2483,899
2484,898
2485,891
2486,906
2487,911
2488,899
2489,896
2490,903
2491,918
2492,923
2493,903
2494,905
2495,895
2496,934
2497,907
2498,901
2499,901
2500,940
2501,909
2502,929
2503,910
2504,915
2505,912
2506,910
2507,2906
2508,1491
2509,850
2510,853
2511,869
2512,899
2513,861
2514,872
2515,871
2516,858
2517,867
2518,880
2519,866
2520,869
2521,862
2522,861
2523,868
2524,861
2525,856
2526,858
2527,857
2528,880
2529,856
2530,860
2531,873
2532,860
2533,867
2534,862
2535,858
2536,860
2537,876
2538,858
2539,862
2540,866
