Iteration,Jitter_ns
0,423801
1,475064
2,143266
3,1262046
4,514055
5,1263323
6,214050
7,1601440
8,180007
9,54244
10,44802
11,86585
12,884549
13,106550
14,74022
15,32972
16,42338
17,1775455
18,66733
19,1420911
20,8048896
21,55288
22,1232661
23,1027406
24,841815
25,915329
26,1539139
27,12406905
28,6476119
29,137032
30,203355
31,4280858
32,587657
33,416778
34,4605738
35,1928875
36,107199
37,1160721
38,5233273
39,3709305
40,3886687
41,93247
42,4321635
43,27977710
44,993668
45,702379
46,903999
47,169964
48,12327222
49,761126
50,1127994
51,662647
52,970856
53,201038
54,227491
55,9757924
56,1092202
57,5268662
58,1437701
59,1338349
60,11219781
61,8562492
62,1440301
63,354574
64,569543
65,1184187
66,8470005
67,59359811
68,1268232
69,591693
70,301242
71,208134
72,161493
73,1460120
74,2167094
75,1085321
76,827417
77,598540
78,1124986
79,317113
80,1400649
81,1075809
82,802860
83,941867
84,261345
85,1564278
86,818081
87,995543
88,959264
89,1063520
90,1372971
91,826456
92,998799
93,59957
94,1009736
95,945956
96,1000242
97,500421
98,975161
99,848032
100,1017270
101,273196
102,128884
103,866077
104,148892
105,880855
106,977832
107,291387
108,2152141
109,946199
110,159209
111,757996
112,183021
113,772494
114,798834
115,687716
116,921382
117,1012102
118,940188
119,1763220
120,1197107
121,500818
122,484099
123,1489826
124,1562173
125,261487
126,513873
127,161653
128,155660
129,546521
130,203416
131,1676272
132,678001
133,155401
134,981591
135,698061
136,168373
137,1706135
138,574399
139,1025651
140,247115
141,985430
142,543125
143,1083688
144,645145
145,200536
146,776818
147,247530
148,611878
149,1588337
150,917342
151,164044
152,759420
153,174702
154,732911
155,1764194
156,208604
157,567592
158,241724
159,564766
160,177984
161,894061
162,441572
163,952676
164,147173
165,764065
166,149258
167,732888
168,1876439
169,649423
170,208281
171,709660
172,981366
173,927106
174,529046
175,532648
176,409741
177,1027223
178,125634
179,735687
180,391135
181,434549
182,313046
183,949198
184,956446
185,991907
186,929500
187,215454
188,759841
189,945471
190,68679
191,747499
192,204388
193,1498954
194,693528
195,416938
196,487461
197,208344
198,143864
199,561507
200,172858
201,297527
202,82595
203,107346
204,713177
205,29184
206,68728
207,816302
208,452548
209,40448
210,1009566
211,188907
212,742234
213,228760
214,706452
215,558083
216,119604
217,832420
218,196847
219,639672
220,1024769
221,1707384
222,785295
223,119128
224,769213
225,123450
226,809448
227,1483031
228,154577
229,792122
230,136455
231,820779
232,246629
233,684618
234,795190
235,925190
236,946796
237,207978
238,703348
239,919435
240,891948
241,1516162
242,176112
243,826239
244,144711
245,1343892
246,162458
247,824197
248,289526
249,642717
250,224997
251,1683157
252,682822
253,806537
254,154579
255,756067
256,115161
257,788993
258,1527241
259,88330
260,196233
261,627393
262,118579
263,92465
264,683881
265,130399
266,349154
267,114988
268,841550
269,120744
270,180546
271,661075
272,923401
273,743483
274,757764
275,156261
276,985539
277,103111
278,130048
279,851046
280,141286
281,768258
282,147128
283,828707
284,1093457
285,848685
286,764180
287,305998
288,370319
289,192956
290,797993
291,892310
292,153997
293,368586
294,939497
295,403927
296,525942
297,396129
298,525911
299,1766718
300,754542
301,176763
302,729553
303,158683
304,755418
305,165757
306,375406
307,982135
308,144708
309,883715
310,898970
311,996459
312,1604378
313,1178522
314,596566
315,466512
316,1398150
317,687862
318,166271
319,557081
320,351092
321,1209939
322,453569
323,1512566
324,57079
325,924833
326,221843
327,632513
328,857987
329,38302
330,582257
331,982859
332,1137689
333,1200144
334,396987
335,1583450
336,82437
337,438484
338,413961
339,991739
340,134951
