Iteration,Jitter_ns
0,113262
1,247001
2,900680
3,89179
4,115578
5,792232
6,31800
7,31446
8,358694
9,60374
10,796244
11,101400
12,38212
13,63574
14,859173
15,73365
16,1348807
17,28444
18,47665
19,869305
20,163507
21,674251
22,59558
23,37187
24,737981
25,698515
26,56204
27,169569
28,697896
29,940914
30,1473772
31,264673
32,678801
33,964177
34,956500
35,158416
36,1287630
37,182750
38,766376
39,1145240
40,331227
41,1475496
42,533516
43,1055496
44,210665
45,673970
46,83411
47,872401
48,1430233
49,200382
50,875523
51,334530
52,496867
53,939827
54,107496
55,410787
56,112520
57,788947
58,1191223
59,823748
60,186956
61,1315609
62,421294
63,489487
64,96671
65,1101325
66,3210285
67,2722549
68,95333
69,42431
70,135878
71,592689
72,645032
73,67995
74,3157987
75,387198
76,1753151
77,1749155
78,7590663
79,396279
80,5968233
81,1118839
82,113570
83,807874
84,950115
85,72746
86,854626
87,41929
88,344048
89,1009178
90,132453
91,854957
92,98598
93,842871
94,165434
95,308617
96,2057877
97,188981
98,987032
99,705999
100,1566936
101,147877
102,712276
103,857962
104,63188
105,134799
106,5779329
107,102604
108,1886090
109,199799
110,683035
111,91575
112,1345860
113,479113
114,1955162
115,135260
116,1226085
117,127505
118,1012122
119,145018
120,770660
121,1009668
122,530264
123,172065
124,779504
125,1057550
126,840585
127,249240
128,1538976
129,888542
130,724061
131,235355
132,734089
133,966545
134,565813
135,387231
136,526668
137,969402
138,815456
139,751094
140,725848
141,176827
142,181060
143,571024
144,149361
145,791833
146,946541
147,544588
148,977293
149,147076
150,94981
151,611751
152,171795
153,891204
154,447714
155,1000229
156,908845
157,205809
158,738112
159,932672
160,554449
161,156564
162,776606
163,915386
164,197181
165,759650
166,150478
167,427385
168,842971
169,979649
170,1159491
171,833901
172,1476098
173,315686
174,608968
175,173491
176,680896
177,950103
178,128226
179,389035
180,100513
181,802286
182,1001222
183,226942
184,611592
185,1586680
186,255414
187,659720
188,147996
189,792011
190,135441
191,802454
192,500058
193,123423
194,1035530
195,792272
196,913165
197,137025
198,1328036
199,143230
200,778778
201,600137
202,1357206
203,1176931
204,331057
205,949258
206,1033665
207,913471
208,704550
209,200745
210,580301
211,907475
212,272716
213,2127503
214,400332
215,621998
216,881486
217,1393254
218,538748
219,902363
220,252361
221,1219301
222,971259
223,151818
224,797898
225,1838711
226,575093
227,210743
228,368346
229,626221
230,884686
231,981263
232,103949
233,413062
234,155201
235,775360
236,926338
237,161391
238,792946
239,106575
240,1394814
241,168837
242,827295
243,848778
244,138203
245,793550
246,569363
247,151785
248,1006973
249,737873
250,1126196
251,607093
252,109453
253,1020079
254,468651
255,143702
256,1241355
257,516658
258,511882
259,981129
260,1007131
261,917141
262,978997
263,143272
264,737177
265,732177
266,788816
267,291156
268,634343
269,888847
270,752214
271,802218
272,733101
273,218277
274,1037785
275,211893
276,626982
277,855236
278,996092
279,1568377
280,507717
281,1022464
282,315456
283,492201
284,79464
285,752456
286,45032
287,908387
288,52711
289,120385
290,1329089
291,90828
292,75903
293,673565
294,1070960
295,83046
296,846284
297,415633
298,82343
299,82585
300,841689
301,93719
302,815917
303,953474
304,517553
305,72563
306,55146
307,720539
308,71824
309,884990
310,148904
311,1393090
312,137741
313,786779
314,110448
315,840583
316,102767
317,787210
318,584231
319,112711
320,775128
321,145825
322,891596
323,264078
324,364638
325,521274
326,1215870
327,7385682
328,486278
329,114035
330,1152993
331,83122
332,79657
333,927918
334,427289
335,43166
336,911257
337,55729
338,48402
339,838052
340,85063
341,66394
342,1263789
343,84224
344,896159
345,45930
346,872100
347,964930
348,2050121
349,90067
350,58877
351,790867
352,167265
353,1045092
354,755138
355,126094
356,817483
357,205130
358,741416
359,950949
360,112176
361,760476
362,657538
363,924850
364,900331
365,277092
366,1097356
367,161323
368,796392
369,1154426
370,948097
371,252182
372,1935029
373,193177
374,323479
375,631031
376,944033
377,996429
378,323217
379,884556
380,96299
381,706042
382,2061381
383,93853
384,2377927
385,70973
386,869972
387,55561
388,884338
389,91446
390,1239495
391,1068473
392,83018
393,876864
394,111609
395,791812
396,1549460
397,161635
398,829104
399,942889
400,971588
401,230025
402,1540678
403,658909
404,1009711
405,118997
406,122678
407,1550719
408,1681088
409,100046
410,48259
411,578611
412,4638671
413,9324529
414,20740648
415,15219998
416,1258807
417,12070935
418,947705
419,7455820
420,5067654
421,96309
422,806917
423,843833
424,1297055
425,419745
426,161306
427,58953986
428,57760895
429,1600370
430,767115
431,1834094
432,908764
433,35215940
434,32649959
435,95524
436,26379145
437,65507
438,80744
439,19731954
440,632212
441,680512
442,13352860
443,10923711
444,2077084
445,35249
446,73400
447,953850
448,293392
449,73005
450,407907
451,324843
452,447638
453,727519
454,296636
455,959376
456,343108
457,184618
458,511967
459,622354
460,172752
461,397050
462,332577
463,260476
464,65309
465,143245
466,132080
467,297403
468,328414
469,1588295
470,6379800
471,1931675
472,1015094
473,93215
474,3846418
475,252939
476,1821819
477,1359854
478,124868
479,90550
480,586378
481,1227543
482,132175
483,73696
484,938538
485,1047059
486,941064
487,3589454
488,1746047
489,1037928
490,1169675
491,403520
492,875782
493,353872
494,4778551
495,556606
496,14122220
497,129150
498,3328189
499,36850777
500,919917
501,24915708
502,123200
503,89233
504,670768
505,350192
506,124877
507,220912
508,180477
509,153475
510,63341
511,137952
512,118899
513,729658
514,455585
515,1949746
516,248923
517,5389433
518,1911839
519,1074484
520,7333952
521,947104
522,2963304
523,1552094
524,2874910
525,22262310
526,494292
527,403828
528,479098
529,1082170
530,917539
531,1416122
532,685125
533,1491075
534,168157
535,247587
536,1593444
537,216938
538,8111376
539,3486873
540,1249717
541,1011327
542,4871365
543,1133789
544,7660842
545,9838053
546,66753917
547,1723994
548,472515
549,1126268
550,1340337
551,1165626
552,3608354
553,27741688
554,852153
555,536011
556,21436398
557,899616
558,16755772
559,547712
560,220976
561,555735
562,1004625
563,385380
564,906667
565,10061156
566,843872
567,7565810
568,1366025
569,208448
570,20446966
571,854221
572,14562294
573,2328448
574,523787
575,505710
576,1297608
577,692945
578,7169242
579,9329172
580,1590808
581,30638371
582,25196335
583,1448385
584,20405209
585,1852763
586,321180
587,1088199
588,365636
589,387053
590,470944
591,647488
592,6431809
593,66762
594,9499665
595,7609192
596,980414
597,2065810
598,132764
599,849036
600,895910
601,330554
602,1183355
603,1151104
604,1758914
605,186971
606,2261267
607,1816627
608,1138256
609,35731257
610,191255
611,760942
612,1690333
613,878228
614,23487564
615,175205
616,20216592
617,127418
618,16025707
619,12435601
620,354956
621,994726
622,4787308
623,1118745
624,766487
625,943929
626,112334
627,500380
628,390193
629,4329663
630,2183896
631,660606
632,209466
633,3647755
634,2425575
635,742444
636,46852274
637,621242
638,459258
639,785986
640,1940977
641,962961
642,1032813
643,1611042
644,339470
645,326274
646,1015056
647,849343
648,874665
649,1201499
650,545282
651,1446125
652,808879
653,1098128
654,9732616
655,120781037
656,52670
657,144681
658,504936
659,136972
660,256919
661,2268592
662,780509
663,93970
664,647421
665,9299445
666,96368169
667,1284721
668,5291257
669,4862987
670,685847
671,915366
672,9548355
673,17917828
674,782385
675,965385
676,993007
677,1583657
678,3036897
679,1575363
680,694200
681,327204
682,734534
683,214852
684,3515769
685,940401
686,3114089
687,124271
688,16269903
689,9279834
690,5610174
691,908763
692,1821403
693,1700149
694,1794009
695,939356
696,922963
697,955025
698,617548
699,59484421
700,371010
701,235065
702,268573
703,8048027
704,3570420
705,136968043
706,30992
707,59393
708,710309
709,323042
710,437363
711,231118
712,407512
713,386450
714,401777
715,83808
716,538989
717,438636
718,7376026
719,11862111
720,2629947
721,97456
722,945458
723,523675
724,949563
725,987801
726,596546
727,289767
728,482961
729,1096062
730,991277
731,60215
732,754915
733,845939
734,109741
735,1499423
736,162049
737,1687120
738,244489
739,701985
740,254949
741,1219071
742,425363
743,430032
744,944147
745,150414
746,776642
747,205257
748,335907
749,180932
750,787855
751,260820
752,773622
753,800326
754,108984
755,757479
756,775466
757,753183
758,459925
759,557819
760,362403
761,999971
762,308091
763,690065
764,940315
765,983472
766,973273
767,903315
768,583109
769,223062
770,672580
771,1037865
772,774454
773,515679
774,945359
775,85883
776,858215
777,586561
778,84514
779,116821
780,798436
781,89068
782,84167
783,920690
